"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000009549.15",0.748893130544459,6.66466517800831,34.6896301859368,0.0012152991685737,0.00841756188463334
"ENSMUSG00000041025.16",0.856476265304001,4.973638660353,34.6774300465699,0.00121638035139313,0.00842028531841583
"ENSMUSG00000031425.16",-1.66894906874801,1.31853658353024,34.6737119306263,0.00121671011037241,0.00842028531841583
"ENSMUSG00000020863.16",-0.846551710999503,6.84665176827046,34.6076582769515,0.00122258852057733,0.00845600643656402
"ENSMUSG00000024854.5",0.996118937679862,4.25106632687565,34.604239853621,0.00122289378151313,0.00845600643656402
"ENSMUSG00000120322.1",-5.32752977363091,-0.487043821476612,34.5879485799727,0.00122434998324229,0.00846253933697167
"ENSMUSG00000078612.10",3.58768928460481,-0.293838409583143,34.5451271840351,0.00122818874476418,0.00848075157574048
"ENSMUSG00000051076.9",-2.67129319843343,2.80488209241088,34.539195212558,0.00122872179940392,0.00848075157574048
"ENSMUSG00000063568.12",1.2731612191547,2.64153183751914,34.5338194075159,0.00122920514540582,0.00848075157574048
"ENSMUSG00000047534.18",-1.09302147865809,3.10911556026017,34.5302264036299,0.00122952834010593,0.00848075157574048
"ENSMUSG00000028656.15",1.20038692977658,8.26047274982362,34.5300130722596,0.00122954753309974,0.00848075157574048
"ENSMUSG00000023571.5",1.23692046303823,3.06624371488628,34.518505013546,0.00123058348829798,0.00848436040869447
"ENSMUSG00000053192.10",1.16171464438064,3.40455702851838,34.5067655747093,0.00123164148405311,0.00848811813270589
"ENSMUSG00000029859.7",-1.1218143566967,3.67247764931117,34.4805870106086,0.00123400519623688,0.00849760731812468
"ENSMUSG00000037486.19",-0.953444416670688,6.09762990508187,34.4801415607305,0.00123404546959894,0.00849760731812468
"ENSMUSG00000079414.5",-2.22640288967363,1.36567513565486,34.4709079454063,0.00123488068455251,0.0084998214173421
"ENSMUSG00000047181.13",-0.968026435854749,6.68182620370433,34.4386167125567,0.00123780754146522,0.00851303749832048
"ENSMUSG00000116946.3",-1.70202285959127,1.83815860481822,34.4383725191592,0.00123782971057951,0.00851303749832048
"ENSMUSG00000044442.12",-0.771137027739294,5.14119506327851,34.4311058204252,0.0012384896631432,0.00851403758040324
"ENSMUSG00000066705.8",4.65273483240708,0.679652785473036,34.417180563198,0.00123975566262567,0.00851920139097469
"ENSMUSG00000033423.17",0.915205550439857,5.68233096076387,34.4007612790764,0.00124125064419656,0.00852288753191989
"ENSMUSG00000024764.11",-0.707354200114472,5.36388534157422,34.3943077151905,0.0012418389082125,0.00852288753191989
"ENSMUSG00000029767.17",0.953043189300757,10.2945412663407,34.3892030083537,0.00124230448539988,0.00852288753191989
"ENSMUSG00000119972.1",1.83504215750765,2.8519064081505,34.388678095405,0.00124235237366234,0.00852288753191989
"ENSMUSG00000024220.15",-0.839836626233773,4.83220488544942,34.3789989415018,0.00124323585706264,0.00852541389424594
"ENSMUSG00000027215.14",-0.806035843802448,6.6222094793192,34.3657509091235,0.00124444646907746,0.00853018049868465
"ENSMUSG00000001440.6",0.832868808436458,8.51446293841165,34.3541277461131,0.00124550990770192,0.0085339347589001
"ENSMUSG00000046380.4",1.31679087604455,3.32221046036373,34.3468553985603,0.00124617589954399,0.00853496382854072
"ENSMUSG00000041801.6",1.04721693148698,8.35909873759857,34.3355361753825,0.00124721345348679,0.00853752997228478
"ENSMUSG00000030306.15",1.87936480977896,2.61797178284411,34.3315132116643,0.00124758249066203,0.00853752997228478
"ENSMUSG00000031750.16",5.58704270811244,2.15405368893325,34.3093039352079,0.00124962245626539,0.00854593433611469
"ENSMUSG00000006589.9",0.822619141034087,6.02606709919487,34.3068998869019,0.00124984354223712,0.00854593433611469
"ENSMUSG00000062661.7",0.765598535555331,6.28833236693763,34.2914829818566,0.00125126259600658,0.00855040647793422
"ENSMUSG00000026558.14",-0.730216263384887,7.06409345921332,34.284637027675,0.00125189342978845,0.00855040647793422
"ENSMUSG00000025487.16",1.00097981117827,6.19163624073142,34.2829625071814,0.00125204779694414,0.00855040647793422
"ENSMUSG00000107176.2",0.821944640198732,7.58514617629389,34.2625066890125,0.00125393560597499,0.00855858501006564
"ENSMUSG00000035473.11",1.04529676767027,3.48233975368735,34.2587810385297,0.00125427984827517,0.00855858501006564
"ENSMUSG00000069135.12",-1.04007255219289,4.18385561353136,34.2491638592385,0.00125516904408533,0.00856112208263809
"ENSMUSG00000006269.8",-7.75530863231921,-1.27864269063149,46.168029819166,0.00125629860764864,0.00856529586351959
"ENSMUSG00000028015.4",1.21770941005612,4.49861218866837,34.1997323776412,0.00125975285824622,0.0085838980215615
"ENSMUSG00000015714.12",0.697872017220695,7.07986013239907,34.191751652225,0.00126049502927928,0.0085838980215615
"ENSMUSG00000090643.9",-4.97724243988168,0.0471621244882974,34.1908026666701,0.00126058331977969,0.0085838980215615
"ENSMUSG00000024299.18",-0.81397564707324,7.09928726061206,34.1636364392782,0.00126311431265107,0.00859389319288256
"ENSMUSG00000040181.15",3.89640912627821,2.13066247053457,34.1594565326494,0.0012635043489934,0.00859389319288256
"ENSMUSG00000037995.16",-1.48370253320427,2.07117942150224,34.1583327141232,0.00126360924265929,0.00859389319288256
"ENSMUSG00000037106.9",-4.13652531926904,1.43410598190942,34.1395246581643,0.00126536646921258,0.00860230853166003
"ENSMUSG00000001156.10",0.951904522409213,3.78666512472361,34.1321343106651,0.00126605784618514,0.00860347399623227
"ENSMUSG00000107352.2",-2.41367225228093,1.72685953292639,34.1061201151452,0.00126849556099176,0.00861434081948483
"ENSMUSG00000033107.7",7.59012405960038,-1.55368158881632,45.9478497503208,0.00126956260104276,0.00861434081948483
"ENSMUSG00000071658.6",-3.01938123046988,-0.614721573386614,34.0943473032482,0.00126960083515452,0.00861434081948483
"ENSMUSG00000032010.16",1.09584798343809,4.11595219731091,34.0924867324623,0.00126977563095958,0.00861434081948483
"ENSMUSG00000060860.9",0.700223257072884,5.95917020025503,34.0873331867082,0.00127025996250335,0.00861434081948483
"ENSMUSG00000026958.14",-1.62022432469586,5.38036084680179,34.0715858438482,0.00127174144453252,0.00862085443780399
"ENSMUSG00000019726.13",-1.11561527499092,6.66089570648622,34.0614076261689,0.0012727002316249,0.00862382093886046
"ENSMUSG00000042942.19",-0.897715163077674,3.81029149129954,34.0551275304964,0.00127329230176954,0.00862430115324623
"ENSMUSG00000051844.14",-1.8099071597251,1.08355583041883,34.0435793808359,0.00127438199827113,0.00862815013313929
"ENSMUSG00000065519.3",-5.43169308217639,-1.17284301489624,34.0137823851112,0.00127719948475671,0.00864368911013058
"ENSMUSG00000000126.12",-1.10549793410665,4.76950195228184,33.9652456271851,0.00128180692202846,0.0086696770341882
"ENSMUSG00000041144.13",-1.69161798866567,2.23481399417249,33.9614898219627,0.00128216438109597,0.0086696770341882
"ENSMUSG00000058056.17",1.20659669534849,7.95122430246381,33.9558661715478,0.00128269986356634,0.0086696770341882
"ENSMUSG00000032271.14",-1.25267349703069,4.81678072057997,33.94827800431,0.00128342288436226,0.0086696770341882
"ENSMUSG00000019831.15",1.07356867899976,3.67181373058286,33.9457991300513,0.00128365919706056,0.0086696770341882
"ENSMUSG00000046138.16",-0.839928065617867,5.57350971281845,33.9342267668217,0.00128476317378826,0.0086711050209227
"ENSMUSG00000003779.17",-0.813022352495449,5.19148979926274,33.9284271206634,0.00128531692772892,0.0086711050209227
"ENSMUSG00000086894.3",-2.67246159920538,0.398413267421777,33.9239248137635,0.00128574703256482,0.0086711050209227
"ENSMUSG00000020986.14",0.769931059122518,6.8073194204317,33.9216256675199,0.00128596674450621,0.0086711050209227
"ENSMUSG00000053062.17",-0.902885307009307,6.82684555332301,33.9083519317247,0.00128723620391258,0.00867612931411057
"ENSMUSG00000064193.9",1.56494843513441,1.72953809405179,33.8767759772615,0.00129026282259879,0.0086929881618657
"ENSMUSG00000026205.9",-2.69580146202745,0.579110981794243,33.8638019329071,0.00129150918930292,0.00869784393788989
"ENSMUSG00000091971.4",1.90752925539265,3.58870012200906,33.8278349323323,0.00129497289163758,0.00871762263544632
"ENSMUSG00000033671.19",-0.743313043610005,6.73220421279879,33.799778400193,0.0012976834905285,0.00873231749401181
"ENSMUSG00000026447.18",-1.59859564140208,2.82567408340695,33.7797407988587,0.0012996240440171,0.00874182075461418
"ENSMUSG00000041540.17",-1.2566922820675,3.69030357642597,33.7441260446417,0.00130308283542195,0.00876076254221773
"ENSMUSG00000085042.10",2.90770749994723,0.991232064730373,33.7398497874829,0.00130349896530731,0.00876076254221773
"ENSMUSG00000002346.17",0.834787747794796,4.34646952573605,33.7174105986198,0.0013056854976317,0.00876664877941698
"ENSMUSG00000046532.9",-0.670229219392046,5.95007142186458,33.7169271111875,0.00130573266424368,0.00876664877941698
"ENSMUSG00000032279.12",0.671750953046872,6.26476552665755,33.7145542981742,0.00130596417726856,0.00876664877941698
"ENSMUSG00000078580.4",1.31056583339832,2.45161826204966,33.682039420069,0.00130914219924584,0.00878441847969218
"ENSMUSG00000104346.2",1.33020286771518,3.29555592544365,33.669369682611,0.00131038336669721,0.00878918263832136
"ENSMUSG00000037474.14",-1.04136035046619,3.71165967902507,33.6580517122579,0.00131149345151341,0.0087910958361116
"ENSMUSG00000079056.13",-3.4914073275796,-0.741517435863521,33.6556297404791,0.0013117311669402,0.0087910958361116
"ENSMUSG00000120990.1",-2.58252271906438,-0.064103853107248,33.6328481201766,0.00131397001566649,0.00880253516163293
"ENSMUSG00000089940.2",-2.11687568545207,0.810319881953019,33.6160505377666,0.0013156240848236,0.00880980898635658
"ENSMUSG00000021285.16",0.947138682352688,4.1181934426289,33.6021518659161,0.00131699481738275,0.00880980898635658
"ENSMUSG00000037664.14",7.58988580158128,-1.55376469558383,45.1839930191889,0.00131715107781763,0.00880980898635658
"ENSMUSG00000030493.14",1.22229337978148,2.50604417453104,33.600220599803,0.00131718543737512,0.00880980898635658
"ENSMUSG00000118669.2",0.717046811786631,6.05153544223874,33.5364569490054,0.00132349996755738,0.00884846624774625
"ENSMUSG00000108143.2",-3.57777903880397,-0.896939272662079,33.5149946914981,0.00132563455109589,0.00885560538923695
"ENSMUSG00000004897.18",0.820260919596618,8.02948898067084,33.5149584962651,0.00132563815490058,0.00885560538923695
"ENSMUSG00000004473.11",1.87638607968071,2.00178416838962,33.4915337575948,0.00132797322667451,0.00886762428643388
"ENSMUSG00000038227.16",-2.9838264549027,-0.509050921233737,33.4761626146198,0.00132950849515736,0.00887355379277774
"ENSMUSG00000018387.13",1.31925207154381,3.09267515167088,33.4719093960466,0.00132993372853622,0.00887355379277774
"ENSMUSG00000034021.16",-0.786337716460779,6.42027073247777,33.4575499385691,0.0013313707296399,0.00887909188080712
"ENSMUSG00000057440.9",-1.20607784983509,4.02887277704336,33.4428354944816,0.00133284542597981,0.00887909188080712
"ENSMUSG00000020937.15",-0.742815054875778,5.31700397759019,33.4377051292934,0.00133336011361526,0.00887909188080712
"ENSMUSG00000021811.8",0.720348657270076,5.28054373952937,33.4358185991352,0.00133354944109821,0.00887909188080712
"ENSMUSG00000097222.4",-0.967864887522014,4.79440991117579,33.4345306974637,0.00133367871251153,0.00887909188080712
"ENSMUSG00000039662.17",0.670321346834424,6.13876660403171,33.4314963746178,0.00133398334536088,0.00887909188080712
"ENSMUSG00000035024.17",-1.05268886960864,4.64648668677529,33.418478020771,0.0013352913958324,0.00888422465896207
"ENSMUSG00000059547.4",-3.55742680167119,-0.913700189227236,33.4120021759895,0.00133594271543993,0.00888498557571727
"ENSMUSG00000038074.17",0.980126645707988,5.84742781373638,33.396635411321,0.00133748996860152,0.00889170209339065
"ENSMUSG00000005917.16",-3.90270949158623,-0.618496378432054,33.3837208829933,0.00133879217757761,0.00889678480416732
"ENSMUSG00000042608.16",1.43338159033286,4.81983220432898,33.363477062485,0.00134083685899259,0.00890679546597766
"ENSMUSG00000032308.10",-0.771144243745833,4.5135394167663,33.3561707341503,0.00134157585120187,0.00890764939122986
"ENSMUSG00000039637.16",-1.12233133656161,4.83113745326176,33.3504976494957,0.00134215002881631,0.00890764939122986
"ENSMUSG00000043439.6",3.14443363375551,0.613323898948788,33.3462477452308,0.00134258038204673,0.00890764939122986
"ENSMUSG00000086688.5",1.46305391941923,2.29713972353162,33.3355465562876,0.00134366482795707,0.00891127130589403
"ENSMUSG00000055065.8",-0.810477290810149,9.74871401229486,33.3128058510218,0.00134597326519464,0.0089230046551185
"ENSMUSG00000053510.13",0.695612289827711,7.14441243349262,33.2621874677982,0.0013511308138011,0.00895360896114007
"ENSMUSG00000033256.15",0.935295448123035,3.49934331082699,33.2403622102401,0.00135336282152204,0.00896480969084274
"ENSMUSG00000074024.7",2.46863122124353,1.53331684376601,33.2094678020604,0.00135653080502948,0.00897951328718782
"ENSMUSG00000021057.16",-1.40137209722441,5.60058276891408,33.2081333439575,0.00135666786837309,0.00897951328718782
"ENSMUSG00000102918.2",-0.6834293966186,6.44866296977788,33.1911841804898,0.00135841035584087,0.00898463731424648
"ENSMUSG00000030342.9",-0.811079043623531,7.44117071693139,33.1900410621982,0.00135852798454371,0.00898463731424648
"ENSMUSG00000100782.2",-8.85148037277902,-0.300053628676677,44.532792206391,0.00135974477056582,0.00898770373570396
"ENSMUSG00000007837.12",1.19157262147892,3.64898585865797,33.1726960033202,0.00136031450362255,0.00898770373570396
"ENSMUSG00000028729.16",0.798996300579083,5.37280076737391,33.1697220849764,0.00136062113119831,0.00898770373570396
"ENSMUSG00000112164.2",-2.15106183001664,1.16446490098582,33.1364961583737,0.00136405324894648,0.00900677937363026
"ENSMUSG00000002105.16",0.670610569294436,6.29163697108097,33.115791655136,0.00136619784857015,0.00901734176317919
"ENSMUSG00000004748.6",-2.27168447154425,0.506635264869185,33.1053418715086,0.00136728197568092,0.00901913720938788
"ENSMUSG00000041747.4",-1.05575785997346,4.70134900380966,33.1026638591078,0.0013675599962745,0.00901913720938788
"ENSMUSG00000114898.3",-5.3856269369366,-1.21331525980619,33.0924394422734,0.00136862215518634,0.00902254613620253
"ENSMUSG00000038550.11",2.11913675497375,1.41663878001266,33.0580426591907,0.00137220361750276,0.00904255406563846
"ENSMUSG00000046159.17",7.52335733829235,-1.61143910028745,44.3238899854569,0.00137382275386488,0.00904620409952513
"ENSMUSG00000040481.18",-0.714263324404877,7.56066094010873,33.0422625057831,0.00137385090361435,0.00904620409952513
"ENSMUSG00000019738.16",1.09691321625192,3.18660416264474,33.018650025742,0.00137632078300868,0.00905886236930975
"ENSMUSG00000031574.9",-1.26758449398244,2.48015158986147,33.0086071041434,0.00137737309156478,0.00906129262970684
"ENSMUSG00000026831.17",2.35251936968135,3.55589704660913,33.0046765609745,0.00137778523335604,0.00906129262970684
"ENSMUSG00000015709.10",0.818697216694796,5.53682323369501,32.9564846980853,0.00138285198012515,0.0090910018733138
"ENSMUSG00000010517.8",0.941222282208168,5.63697827617757,32.927938316405,0.0013858651022306,0.009107192155127
"ENSMUSG00000024587.11",0.828577202404756,7.89656465810828,32.9182346172936,0.0013868913591015,0.0091079396077381
"ENSMUSG00000121500.1",-1.13605388916819,2.78851982759663,32.9164548147452,0.00138707970094277,0.0091079396077381
"ENSMUSG00000117679.2",-0.864379175085458,4.65353928681525,32.9025618199952,0.00138855106690413,0.00911398433322596
"ENSMUSG00000028029.12",0.690745245499173,5.90835102723637,32.8640367421488,0.00139264215764849,0.00913713657969682
"ENSMUSG00000027868.12",0.751243483947141,4.87491295149678,32.8555927484196,0.00139354101880652,0.00913713657969682
"ENSMUSG00000034867.17",0.999095824234924,5.71839034590352,32.8503359864398,0.00139410099461274,0.00913713657969682
"ENSMUSG00000038349.11",-1.73664336273478,5.07917739569513,32.8485888635723,0.00139428717373146,0.00913713657969682
"ENSMUSG00000031428.12",1.78146871740019,1.32152806971648,32.7792115661503,0.00140170739630102,0.00918212679595924
"ENSMUSG00000063611.6",4.92423485751922,0.613337054080267,32.7661742295298,0.00140310773340103,0.00918766270858204
"ENSMUSG00000034910.6",2.25091336322334,2.79797322041865,32.7502312343018,0.00140482272900197,0.00919525383575774
"ENSMUSG00000081406.5",1.01935572045646,3.59590980042887,32.7247661802972,0.00140756787881381,0.00920715720497927
"ENSMUSG00000027006.14",0.704593254485981,8.00659209049104,32.7230407890329,0.00140775413842978,0.00920715720497927
"ENSMUSG00000079852.5",2.44292990033295,-0.0722395996795872,32.709114144963,0.00140925876514524,0.00921335629666469
"ENSMUSG00000109697.3",8.72937197176902,-0.515453640793402,43.7376646687529,0.00141445093422994,0.00924028703404654
"ENSMUSG00000034255.19",0.803320348206384,4.29290830158783,32.6599070654595,0.00141459245195146,0.00924028703404654
"ENSMUSG00000041313.15",1.12950860729979,7.02793023833225,32.6556669275382,0.0014150533235193,0.00924028703404654
"ENSMUSG00000112300.2",-1.61002258191598,1.59054338459685,32.6315980365928,0.00141767326993305,0.00925374343099887
"ENSMUSG00000032212.11",-0.848536341635054,6.12255724098457,32.624463435885,0.00141845114072753,0.00925516996278331
"ENSMUSG00000035413.9",-0.74638732476402,7.46009610124547,32.5964651730741,0.00142150929472429,0.00926603950523516
"ENSMUSG00000024869.11",-2.06077243538761,1.47623172786516,32.5926796099569,0.00142192346015494,0.00926603950523516
"ENSMUSG00000032113.17",-1.18954055479212,2.54929045283022,32.5892941905386,0.00142229398493343,0.00926603950523516
"ENSMUSG00000002831.15",1.91139245266861,6.47813690368415,32.5887190677626,0.00142235694345182,0.00926603950523516
"ENSMUSG00000067219.10",1.4492566744374,2.43279606584172,32.5606924917553,0.00142542955875818,0.00928240177440834
"ENSMUSG00000043857.17",3.33568467598727,0.108666128546258,32.5399426259717,0.00142771017500743,0.00929359569860262
"ENSMUSG00000060904.15",0.680221615807926,7.57390496470236,32.5305411633234,0.00142874510718118,0.00929667530024658
"ENSMUSG00000028329.14",-0.790091574779386,4.85183337411378,32.5195997624202,0.00142995083170715,0.00929875913520964
"ENSMUSG00000046417.15",-0.898096025391687,4.6363404196928,32.5174374339085,0.00143018927896951,0.00929875913520964
"ENSMUSG00000046688.15",-1.49045910692711,3.28358567839371,32.4995340492278,0.00143216560473246,0.00930795139886413
"ENSMUSG00000086308.3",-2.73940060225663,0.613169950689056,32.4574038459974,0.00143683082630423,0.00933316420505682
"ENSMUSG00000038344.15",-0.966167265801548,4.25016626163718,32.4543206176319,0.00143717304614037,0.00933316420505682
"ENSMUSG00000006057.16",0.769808918389337,5.85233109234121,32.4384127200217,0.00143894047301973,0.00934097607181543
"ENSMUSG00000035372.3",0.902065704213565,5.17135394385129,32.4059929547454,0.00144255150416449,0.00935791370495752
"ENSMUSG00000037007.18",-0.759080689027126,4.64308610051058,32.4048348906142,0.00144268071924498,0.00935791370495752
"ENSMUSG00000031974.9",-0.808199040359715,5.47708744376047,32.3978325859926,0.00144346235826505,0.00935792861293555
"ENSMUSG00000084911.2",-0.962388436121575,3.71686109666728,32.394683266341,0.00144381409009636,0.00935792861293555
"ENSMUSG00000022434.9",0.764548524223173,4.50735290919862,32.3895236930996,0.00144439058669671,0.00935799962336352
"ENSMUSG00000019710.14",0.752518091158582,5.17188490513389,32.3843030540892,0.0014449742220249,0.00935811681089864
"ENSMUSG00000025086.14",-0.911312147686641,4.19071918355408,32.3660710463592,0.00144701494198932,0.00936441700697587
"ENSMUSG00000031828.10",1.77009184144657,2.26708754532178,32.365500344992,0.00144707888359445,0.00936441700697587
"ENSMUSG00000036503.14",0.739144042162667,6.46392972132586,32.3386691645826,0.00145008936040522,0.00938023011986911
"ENSMUSG00000002847.8",2.89044577023821,1.4527754208673,32.3255842589976,0.00145156055646457,0.00938607758023415
"ENSMUSG00000040253.16",2.64375918816726,2.64699879723928,32.2630558809136,0.0014586187401194,0.00942803292685771
"ENSMUSG00000097080.10",-1.41515757578199,1.87840633630963,32.2568883937202,0.00145931742704484,0.00942886585916088
"ENSMUSG00000032737.14",0.65815601026192,6.69434182397408,32.2412094183917,0.00146109565874996,0.00943499694588557
"ENSMUSG00000028955.4",0.740231136574083,6.22528711885394,32.2384692852235,0.00146140673066445,0.00943499694588557
"ENSMUSG00000032410.14",-0.707601668934277,6.28657014581867,32.1660745815585,0.00146965771054727,0.00948456557582906
"ENSMUSG00000044674.7",-1.15615289848322,6.40812170062899,32.1406498925339,0.00147257030417549,0.00949965724101049
"ENSMUSG00000057469.9",0.675519743102707,6.05596203357602,32.1208706773201,0.0014748415451181,0.00951060134336291
"ENSMUSG00000112532.2",1.26234644228323,2.9488160066639,32.0984196132245,0.00147742531539088,0.00952355149737937
"ENSMUSG00000084939.4",1.93538518796425,2.02598934510871,32.07920403394,0.00147964157632787,0.00953412350603477
"ENSMUSG00000027708.15",0.677675494423946,5.4672609348382,32.0736409995542,0.00148028403406011,0.00953455037430618
"ENSMUSG00000002104.12",-1.54257211066126,3.46716544289727,32.0579828527265,0.0014820943638006,0.00953999920716045
"ENSMUSG00000024998.18",1.15801430263712,3.51464802412381,32.0563521513455,0.00148228307014018,0.00953999920716045
"ENSMUSG00000060519.12",1.06390500538935,5.89625387753419,32.0198273390462,0.00148651825119818,0.00956353713163929
"ENSMUSG00000053158.11",2.51134420963028,0.533835447896622,32.0141417159928,0.00148717898493165,0.0095640694378795
"ENSMUSG00000040204.7",-0.871764803166748,4.53969981602107,31.9946178437202,0.00148945089382359,0.00957125079196887
"ENSMUSG00000035443.11",0.999059228509435,5.73056625569101,31.9903622609364,0.00148994671815513,0.00957125079196887
"ENSMUSG00000039988.15",0.748305508300313,6.22389981587042,31.986107293838,0.0014904426930689,0.00957125079196887
"ENSMUSG00000064181.7",1.04676985851059,5.00582887279148,31.984677777595,0.00149060937275058,0.00957125079196887
"ENSMUSG00000037461.11",-1.08994694745584,5.60058715828733,31.9714126742109,0.00149215726429445,0.00957747333292483
"ENSMUSG00000014329.15",-0.927846315679245,8.47260318176521,31.9413644793309,0.00149567157412486,0.00959630769175807
"ENSMUSG00000039886.9",1.0328005182528,5.39227711211983,31.9278924088343,0.00149725083086294,0.00960271685980194
"ENSMUSG00000068566.14",0.711048059905741,8.50212939697315,31.9172181127148,0.00149850371524177,0.00960702866179992
"ENSMUSG00000033590.9",-3.96756808423822,-1.19065614170741,31.8949710603307,0.00150111948243551,0.00962007129196764
"ENSMUSG00000022178.12",-0.728071669595537,7.16373390422487,31.8815142227207,0.001502704698578,0.00962650199278752
"ENSMUSG00000037681.14",1.98090044449812,1.22008567335691,31.8710138315162,0.00150394321186015,0.00963070755675307
"ENSMUSG00000037887.12",1.25002529113775,4.82519094392973,31.8619010804922,0.00150501916875184,0.00963386931734498
"ENSMUSG00000061062.6",1.33079361104541,2.55744449139773,31.8519769759667,0.00150619210328559,0.00963742903688218
"ENSMUSG00000026904.18",3.78874002185171,-0.801496085126181,31.8473437402548,0.00150674012923274,0.00963742903688218
"ENSMUSG00000037957.15",-0.719996349493965,4.84749442843041,31.8407159921748,0.00150752453607508,0.00963872043988964
"ENSMUSG00000025588.5",8.15286676072728,-1.05261980096276,42.3796883585643,0.00151535951988328,0.00968507299169894
"ENSMUSG00000029406.16",0.839564826229256,5.83834936760259,31.7680419022353,0.0015161618538352,0.00968587811083065
"ENSMUSG00000005483.11",0.733399789006373,6.13817705473253,31.7638993480586,0.00151665620264472,0.00968587811083065
"ENSMUSG00000114016.2",-2.24658906673196,0.912445746154179,31.7525937713158,0.00151800645110485,0.00969076109044445
"ENSMUSG00000026580.17",-2.49711937659113,2.62023112163563,31.741269952661,0.00151936050197298,0.00969566456851016
"ENSMUSG00000028016.10",0.872754559498731,3.78267703523216,31.7256060541696,0.0015212362031191,0.00970389184773005
"ENSMUSG00000090272.10",-2.57240047058397,1.93072867127588,31.6775110644535,0.00152701495158009,0.00973390246382608
"ENSMUSG00000048373.9",-9.79666045959017,0.587180624002249,42.2298079441842,0.001527117350341,0.00973390246382608
"ENSMUSG00000064023.5",5.0757589019144,-1.01540279207898,31.671390318356,0.00152775249639751,0.00973420121597599
"ENSMUSG00000048216.14",2.6268705848496,-0.175489752731632,31.6015490538284,0.00153620239104622,0.00978427288862273
"ENSMUSG00000020334.7",-1.90471894849981,0.923499753881407,31.589545528117,0.00153766099902938,0.00978979474834135
"ENSMUSG00000106028.2",-3.27917964044861,-0.0210752398984121,31.5571302305729,0.00154160927593269,0.00981115718802239
"ENSMUSG00000030816.9",0.742341983796318,5.85017193526538,31.5479544497566,0.00154272939224153,0.00981451105475612
"ENSMUSG00000113841.2",-1.84777753699614,0.774881292180604,31.5158088210277,0.00154666216915815,0.00983574900578781
"ENSMUSG00000063594.6",3.19947170797254,1.46635520378905,31.4870521057732,0.00155019179096516,0.0098522731213528
"ENSMUSG00000031758.11",2.04310444511182,0.928955202025403,31.4842754101617,0.00155053317899419,0.0098522731213528
"ENSMUSG00000114598.2",-5.02651594351959,-0.759482597143105,31.4780142446317,0.001551303345939,0.0098522731213528
"ENSMUSG00000049532.12",-0.807800661208866,4.77862046300208,31.4752606827846,0.00155164221636825,0.0098522731213528
"ENSMUSG00000116793.2",-2.02342040881213,1.22489682920121,31.4464912802582,0.00155518872875552,0.00987100417902478
"ENSMUSG00000031098.19",7.48965865118779,-1.64088796480527,41.8450937447005,0.00155789647467279,0.00988089757697268
"ENSMUSG00000025478.16",7.45309402132616,-1.67162196023536,41.8445360667961,0.00155794172830856,0.00988089757697268
"ENSMUSG00000075590.5",-1.07407915237453,5.42002344135104,31.3941656452094,0.00156166714977434,0.00989649139717878
"ENSMUSG00000076435.4",-0.853845128482755,4.67554482744423,31.3940199841715,0.00156168523471867,0.00989649139717878
"ENSMUSG00000111058.3",-0.92475816254238,3.47126765281241,31.3899176296902,0.00156219468963746,0.00989649139717878
"ENSMUSG00000042766.18",1.57121009479496,3.13677729193786,31.3799596805965,0.00156343225896022,0.00990042500248442
"ENSMUSG00000028936.16",0.827785500019293,7.76899336125437,31.3716785066183,0.00156446244548287,0.00990042500248442
"ENSMUSG00000104519.2",-7.50958091845285,-1.48775884591722,41.7626036035992,0.00156461058690378,0.00990042500248442
"ENSMUSG00000039200.17",-7.78469132943351,-1.25531518731332,41.7471751636987,0.00156587090915346,0.00990461236000086
"ENSMUSG00000118642.2",-0.719044790624873,5.08887470709099,31.3430808097707,0.0015680270677511,0.00991446079101163
"ENSMUSG00000074622.5",3.65882943044772,-0.541371837321199,31.3326646841977,0.00156932812662913,0.00991889706315213
"ENSMUSG00000055200.8",1.03854670530671,2.96709736778596,31.3194842158458,0.00157097655966322,0.00992552467840673
"ENSMUSG00000039084.9",-2.96081297507737,-0.28974126352812,31.2813384141506,0.00157576047919033,0.00995194986609254
"ENSMUSG00000058952.13",3.1602234961555,-0.421908598852735,31.2452677966396,0.00158030221641026,0.00997682593473503
"ENSMUSG00000012117.14",0.769403608002294,5.331666463168,31.2268311982875,0.00158263042381471,0.00998771381497406
"ENSMUSG00000105681.2",-7.80940947947487,-1.23407279175774,41.5321102088001,0.00158359021321348,0.00998996083036351
"ENSMUSG00000030509.18",0.80518107571639,4.23502989859754,31.2120021701566,0.00158450641471457,0.00999193126687573
"ENSMUSG00000033595.8",-3.3917063076062,-0.821279973938181,31.1801652224067,0.00158854417520356,0.010010118124119
"ENSMUSG00000023505.14",-0.969828603294084,4.31510596238425,31.1771323224776,0.00158892954931612,0.010010118124119
"ENSMUSG00000048930.13",0.678263405829965,5.72837676421107,31.1749626674241,0.00158920531287004,0.010010118124119
"ENSMUSG00000031150.14",-0.909673726463664,3.57500211077962,31.162185561708,0.0015908305938412,0.0100124379414464
"ENSMUSG00000040701.17",-1.05088386729898,3.68724573355471,31.1583717018308,0.00159131616061362,0.0100124379414464
"ENSMUSG00000020873.16",0.718859678092875,5.62761594498828,31.1576477600172,0.00159140835279812,0.0100124379414464
"ENSMUSG00000031939.17",-0.77023116576494,4.93693209496056,31.1492805244901,0.00159247442172022,0.0100124379414464
