"","ENSEMBL","ENTREZID"
"2276","ENSMUSG00000066800","24014"
"2277","ENSMUSG00000021697","218581"
"2278","ENSMUSG00000055799","21415"
"2281","ENSMUSG00000085794","574519"
"2282","ENSMUSG00000023019","14555"
"2283","ENSMUSG00000025784","21922"
"2284","ENSMUSG00000023885","21826"
"2285","ENSMUSG00000029669","269831"
"2286","ENSMUSG00000055305","22755"
"2288","ENSMUSG00000052516","268902"
"2289","ENSMUSG00000048200","213573"
"2290","ENSMUSG00000024516","66286"
"2293","ENSMUSG00000069892","245240"
"2297","ENSMUSG00000078877","628147"
"2298","ENSMUSG00000078877","100039123"
"2299","ENSMUSG00000078490","544678"
"2300","ENSMUSG00000036764","30045"
"2303","ENSMUSG00000045573","18619"
"2305","ENSMUSG00000058420","110058"
"2306","ENSMUSG00000040209","170753"
"2307","ENSMUSG00000029093","81840"
"2308","ENSMUSG00000022945","110749"
"2311","ENSMUSG00000066721","101544"
"2312","ENSMUSG00000056895","78303"
"2313","ENSMUSG00000026096","72085"
"2314","ENSMUSG00000020902","18208"
"2315","ENSMUSG00000040473","207686"
"2316","ENSMUSG00000026077","18143"
"2318","ENSMUSG00000003526","19125"
"2319","ENSMUSG00000049148","239318"
"2320","ENSMUSG00000022367","15117"
"2321","ENSMUSG00000050234","14612"
"2322","ENSMUSG00000043257","230801"
"2324","ENSMUSG00000030030","71837"
"2325","ENSMUSG00000022802","239833"
"2327","ENSMUSG00000048232","269529"
"2328","ENSMUSG00000004267","13807"
"2329","ENSMUSG00000070737","100039968"
"2330","ENSMUSG00000004892","12032"
"2331","ENSMUSG00000062488","667370"
"2332","ENSMUSG00000084834","68306"
"2333","ENSMUSG00000039942","19219"
"2334","ENSMUSG00000090509","433102"
"2335","ENSMUSG00000032243","319480"
"2336","ENSMUSG00000066107","68280"
"2337","ENSMUSG00000031927","69325"
"2338","ENSMUSG00000047819","403175"
"2339","ENSMUSG00000067279","53412"
"2342","ENSMUSG00000033880","19039"
"2343","ENSMUSG00000023094","76467"
"2344","ENSMUSG00000031981","73647"
"2345","ENSMUSG00000025701","11689"
"2347","ENSMUSG00000006362","12398"
"2348","ENSMUSG00000098905","629016"
"2349","ENSMUSG00000021806","18074"
"2350","ENSMUSG00000044150","382252"
"2351","ENSMUSG00000026156","280645"
"2352","ENSMUSG00000074227","20733"
"2353","ENSMUSG00000027833","20429"
"2354","ENSMUSG00000027676","51938"
"2355","ENSMUSG00000047842","68203"
"2356","ENSMUSG00000001763","232670"
"2357","ENSMUSG00000052760","319997"
"2358","ENSMUSG00000036186","56279"
"2360","ENSMUSG00000021803","170677"
"2361","ENSMUSG00000037638","382639"
"2362","ENSMUSG00000023224","12258"
"2364","ENSMUSG00000049939","192198"
"2365","ENSMUSG00000089769","100417422"
"2366","ENSMUSG00000057036","665189"
"2367","ENSMUSG00000067276","12338"
"2368","ENSMUSG00000005682","103135"
"2370","ENSMUSG00000074151","434341"
"2372","ENSMUSG00000028977","69743"
"2373","ENSMUSG00000085696","72628"
"2374","ENSMUSG00000085696","115490409"
"2375","ENSMUSG00000039716","208869"
"2376","ENSMUSG00000096718","331188"
"2377","ENSMUSG00000025333","18241"
"2378","ENSMUSG00000018796","14081"
"2379","ENSMUSG00000031298","237175"
"2380","ENSMUSG00000074476","67629"
"2381","ENSMUSG00000028838","56219"
"2382","ENSMUSG00000097772","100503199"
"2383","ENSMUSG00000051098","72852"
"2384","ENSMUSG00000020077","19073"
"2386","ENSMUSG00000033355","67775"
"2387","ENSMUSG00000029875","239650"
"2388","ENSMUSG00000036067","227659"
"2389","ENSMUSG00000012889","244550"
"2390","ENSMUSG00000074874","13025"
"2391","ENSMUSG00000025762","214048"
"2392","ENSMUSG00000029084","12494"
"2393","ENSMUSG00000050334","320203"
"2395","ENSMUSG00000034584","320051"
"2396","ENSMUSG00000020974","18974"
"2397","ENSMUSG00000027196","70852"
"2399","ENSMUSG00000057455","19762"
"2400","ENSMUSG00000085828","100038356"
"2401","ENSMUSG00000029844","15394"
"2402","ENSMUSG00000096942","100503302"
"2403","ENSMUSG00000049128","16447"
"2404","ENSMUSG00000045087","94226"
"2405","ENSMUSG00000054000","69136"
"2406","ENSMUSG00000025085","226251"
"2407","ENSMUSG00000028463","230099"
"2408","ENSMUSG00000035439","76478"
"2409","ENSMUSG00000015342","22439"
"2410","ENSMUSG00000024900","12894"
"2411","ENSMUSG00000090362","621430"
"2414","ENSMUSG00000092390","118568338"
"2415","ENSMUSG00000022674","70620"
"2416","ENSMUSG00000050947","229715"
"2417","ENSMUSG00000014850","17686"
"2418","ENSMUSG00000074676","14239"
"2419","ENSMUSG00000029073","79554"
"2420","ENSMUSG00000043467","240869"
"2421","ENSMUSG00000097727","433111"
"2422","ENSMUSG00000028358","72701"
"2423","ENSMUSG00000073295","58242"
"2424","ENSMUSG00000021367","13614"
"2425","ENSMUSG00000031023","57373"
"2428","ENSMUSG00000041827","231655"
"2429","ENSMUSG00000035642","66273"
"2430","ENSMUSG00000027344","71313"
"2431","ENSMUSG00000110218","100504425"
"2432","ENSMUSG00000021596","78771"
"2433","ENSMUSG00000119317","115487571"
"2436","ENSMUSG00000000934","72960"
"2438","ENSMUSG00000039375","244484"
"2439","ENSMUSG00000050222","239114"
"2441","ENSMUSG00000027951","56417"
"2443","ENSMUSG00000042638","14917"
"2444","ENSMUSG00000061533","75216"
"2445","ENSMUSG00000030772","50781"
"2446","ENSMUSG00000051220","236930"
"2447","ENSMUSG00000074945","258442"
"2448","ENSMUSG00000026458","68507"
"2450","ENSMUSG00000028039","13638"
"2451","ENSMUSG00000004113","12287"
"2452","ENSMUSG00000022340","319613"
"2454","ENSMUSG00000118661","353328"
"2456","ENSMUSG00000024871","60425"
"2457","ENSMUSG00000069972","100039924"
"2458","ENSMUSG00000044550","594844"
"2460","ENSMUSG00000115667","100038608"
"2461","ENSMUSG00000052920","19091"
"2462","ENSMUSG00000032656","320253"
"2464","ENSMUSG00000078937","12895"
"2465","ENSMUSG00000104861","67293"
"2466","ENSMUSG00000024866","71670"
"2467","ENSMUSG00000085069","100042178"
"2469","ENSMUSG00000022847","21832"
"2470","ENSMUSG00000058914","81799"
"2473","ENSMUSG00000063171","66184"
"2474","ENSMUSG00000070867","666048"
"2476","ENSMUSG00000097084","14241"
"2478","ENSMUSG00000030532","68695"
"2479","ENSMUSG00000006369","14114"
"2482","ENSMUSG00000028795","66264"
"2483","ENSMUSG00000031371","73738"
"2484","ENSMUSG00000019564","13496"
"2485","ENSMUSG00000022803","64082"
"2486","ENSMUSG00000046598","71911"
"2487","ENSMUSG00000037709","58909"
"2488","ENSMUSG00000022415","20972"
"2489","ENSMUSG00000056531","73254"
"2490","ENSMUSG00000029660","75860"
"2492","ENSMUSG00000070713","100042405"
"2494","ENSMUSG00000050555","76832"
"2495","ENSMUSG00000034023","211651"
"2496","ENSMUSG00000014907","234344"
"2498","ENSMUSG00000033488","226527"
"2499","ENSMUSG00000074486","12097"
"2500","ENSMUSG00000040274","12571"
"2501","ENSMUSG00000023070","19733"
"2502","ENSMUSG00000021594","78925"
"2504","ENSMUSG00000108709","71265"
"2506","ENSMUSG00000106951","319982"
"2507","ENSMUSG00000001666","13202"
"2508","ENSMUSG00000024805","76073"
"2509","ENSMUSG00000038422","72748"
"2510","ENSMUSG00000055301","11529"
"2511","ENSMUSG00000026986","140483"
"2513","ENSMUSG00000038793","13590"
"2515","ENSMUSG00000034329","237911"
"2516","ENSMUSG00000026401","13137"
"2517","ENSMUSG00000020486","18952"
"2518","ENSMUSG00000115317","102635226"
"2519","ENSMUSG00000111875","432482"
"2520","ENSMUSG00000030701","27276"
"2521","ENSMUSG00000055137","192136"
"2522","ENSMUSG00000041064","208084"
"2523","ENSMUSG00000030703","68616"
"2524","ENSMUSG00000000440","19016"
"2525","ENSMUSG00000037572","218973"
"2526","ENSMUSG00000019848","78977"
"2527","ENSMUSG00000036403","381644"
"2528","ENSMUSG00000047867","231931"
"2530","ENSMUSG00000085852","639658"
"2532","ENSMUSG00000019876","18768"
"2535","ENSMUSG00000063275","30963"
"2536","ENSMUSG00000055044","54132"
"2537","ENSMUSG00000084883","668158"
"2538","ENSMUSG00000032690","246728"
"2539","ENSMUSG00000064294","71724"
"2541","ENSMUSG00000026304","19329"
"2542","ENSMUSG00000019891","66686"
"2543","ENSMUSG00000074771","319196"
"2544","ENSMUSG00000032135","84004"
"2545","ENSMUSG00000062093","328451"
"2546","ENSMUSG00000029727","13113"
"2548","ENSMUSG00000022456","24050"
"2549","ENSMUSG00000097616","76311"
"2550","ENSMUSG00000025892","14802"
"2552","ENSMUSG00000041272","252838"
"2554","ENSMUSG00000051037","218311"
"2556","ENSMUSG00000061371","408062"
"2557","ENSMUSG00000062257","330908"
"2559","ENSMUSG00000079487","59024"
"2560","ENSMUSG00000078485","231002"
"2561","ENSMUSG00000028972","12353"
"2562","ENSMUSG00000026308","70788"
"2563","ENSMUSG00000040280","407790"
"2565","ENSMUSG00000041986","270162"
"2566","ENSMUSG00000032878","216613"
"2567","ENSMUSG00000031970","72185"
"2568","ENSMUSG00000119293","115487569"
"2569","ENSMUSG00000032507","72179"
"2570","ENSMUSG00000030609","68048"
"2571","ENSMUSG00000017607","217169"
"2573","ENSMUSG00000060029","321014"
"2576","ENSMUSG00000037031","70423"
"2577","ENSMUSG00000031174","19893"
"2578","ENSMUSG00000028974","13347"
"2579","ENSMUSG00000115083","102638118"
"2580","ENSMUSG00000028438","109242"
"2581","ENSMUSG00000027635","66934"
"2583","ENSMUSG00000041020","78283"
"2584","ENSMUSG00000026198","74104"
"2585","ENSMUSG00000027831","72789"
"2586","ENSMUSG00000031712","16168"
"2588","ENSMUSG00000073787","100126795"
"2590","ENSMUSG00000003354","105833"
"2591","ENSMUSG00000025466","69064"
"2592","ENSMUSG00000038756","237930"
"2594","ENSMUSG00000021411","66895"
"2595","ENSMUSG00000069670","432450"
"2596","ENSMUSG00000036867","17130"
"2599","ENSMUSG00000045917","230279"
"2600","ENSMUSG00000039814","319581"
"2601","ENSMUSG00000014813","20855"
"2602","ENSMUSG00000002664","19197"
"2603","ENSMUSG00000016349","13628"
"2604","ENSMUSG00000046934","71832"
"2606","ENSMUSG00000074570","320664"
"2607","ENSMUSG00000062609","16516"
"2608","ENSMUSG00000078853","16145"
"2609","ENSMUSG00000030217","109978"
"2610","ENSMUSG00000099481","102443350"
"2611","ENSMUSG00000089818","100416121"
"2612","ENSMUSG00000061353","20315"
"2613","ENSMUSG00000062510","381318"
"2614","ENSMUSG00000054763","619548"
"2615","ENSMUSG00000109841","100503619"
"2616","ENSMUSG00000074896","15959"
"2617","ENSMUSG00000057346","223672"
"2618","ENSMUSG00000022489","18574"
"2619","ENSMUSG00000052062","72823"
"2620","ENSMUSG00000047604","212398"
"2621","ENSMUSG00000037649","14998"
"2624","ENSMUSG00000032062","66952"
"2625","ENSMUSG00000041567","68054"
"2626","ENSMUSG00000041193","18784"
"2628","ENSMUSG00000086134","102633315"
"2629","ENSMUSG00000091994","414101"
"2631","ENSMUSG00000021669","68018"
"2634","ENSMUSG00000047495","244310"
"2635","ENSMUSG00000095562","170942"
"2636","ENSMUSG00000051335","328232"
"2637","ENSMUSG00000034035","622665"
"2638","ENSMUSG00000028634","16656"
"2639","ENSMUSG00000036412","545260"
"2641","ENSMUSG00000011148","11565"
"2642","ENSMUSG00000050164","207911"
"2643","ENSMUSG00000036875","327762"
"2644","ENSMUSG00000039883","74511"
"2645","ENSMUSG00000057457","18675"
"2646","ENSMUSG00000117011","545207"
"2647","ENSMUSG00000042243","218275"
"2648","ENSMUSG00000087172","102638460"
"2649","ENSMUSG00000031210","76206"
"2650","ENSMUSG00000019923","52696"
"2651","ENSMUSG00000085024","320842"
"2653","ENSMUSG00000097429","105244630"
"2654","ENSMUSG00000038095","243272"
"2655","ENSMUSG00000039621","277360"
"2657","ENSMUSG00000034057","237558"
"2659","ENSMUSG00000022053","13592"
"2660","ENSMUSG00000078452","19368"
"2661","ENSMUSG00000078452","19369"
"2662","ENSMUSG00000078452","19370"
"2663","ENSMUSG00000078452","56554"
"2664","ENSMUSG00000039496","227526"
"2665","ENSMUSG00000085399","100040736"
"2666","ENSMUSG00000096233","236069"
"2667","ENSMUSG00000056718","791411"
"2668","ENSMUSG00000002257","23853"
"2669","ENSMUSG00000027947","16194"
"2670","ENSMUSG00000028796","54383"
"2671","ENSMUSG00000019796","237253"
"2672","ENSMUSG00000071724","100503915"
"2673","ENSMUSG00000114362","71226"
"2675","ENSMUSG00000069255","105352"
"2676","ENSMUSG00000050953","14609"
"2678","ENSMUSG00000058498","433809"
"2681","ENSMUSG00000021536","210044"
"2682","ENSMUSG00000026532","20739"
"2683","ENSMUSG00000047692","75189"
"2685","ENSMUSG00000004347","18575"
"2686","ENSMUSG00000003348","208228"
"2687","ENSMUSG00000037138","16764"
"2688","ENSMUSG00000084128","77411"
"2690","ENSMUSG00000036570","56188"
"2691","ENSMUSG00000097571","70252"
"2694","ENSMUSG00000052981","76980"
"2695","ENSMUSG00000024186","50782"
"2696","ENSMUSG00000087385","433752"
"2697","ENSMUSG00000018727","52670"
"2698","ENSMUSG00000001496","21869"
"2699","ENSMUSG00000041577","116847"
"2701","ENSMUSG00000007379","329727"
"2702","ENSMUSG00000044788","328035"
"2703","ENSMUSG00000001665","103140"
"2704","ENSMUSG00000027452","68738"
"2707","ENSMUSG00000017897","14049"
"2708","ENSMUSG00000049721","53897"
"2709","ENSMUSG00000055489","233246"
"2711","ENSMUSG00000098678","223645"
"2712","ENSMUSG00000052085","76088"
"2713","ENSMUSG00000027435","17064"
"2714","ENSMUSG00000032012","58235"
"2715","ENSMUSG00000067297","112419"
"2716","ENSMUSG00000036432","20439"
"2717","ENSMUSG00000036198","75404"
"2719","ENSMUSG00000097768","102633000"
"2723","ENSMUSG00000091712","665119"
"2725","ENSMUSG00000044646","207259"
"2726","ENSMUSG00000027360","15186"
"2728","ENSMUSG00000049241","243270"
"2729","ENSMUSG00002076161","19817"
"2730","ENSMUSG00000056116","15039"
"2731","ENSMUSG00000056116","15051"
"2732","ENSMUSG00000018846","211347"
"2734","ENSMUSG00000114409","668201"
"2735","ENSMUSG00000034792","14676"
"2736","ENSMUSG00000075576","100037262"
"2739","ENSMUSG00000021062","104886"
"2740","ENSMUSG00000029201","22235"
"2741","ENSMUSG00000022817","16419"
"2743","ENSMUSG00000037754","228852"
"2744","ENSMUSG00000020627","208439"
"2745","ENSMUSG00000064080","14115"
"2746","ENSMUSG00000020718","50776"
"2747","ENSMUSG00000020427","16009"
"2748","ENSMUSG00000062785","16504"
"2750","ENSMUSG00000074865","77117"
"2751","ENSMUSG00000025777","14545"
"2752","ENSMUSG00000004360","212448"
"2753","ENSMUSG00000093910","330230"
"2755","ENSMUSG00000038879","223473"
"2756","ENSMUSG00000043461","66183"
"2757","ENSMUSG00000031461","17930"
"2758","ENSMUSG00000043496","66873"
"2759","ENSMUSG00000037936","20778"
"2760","ENSMUSG00000026601","77352"
"2761","ENSMUSG00000007989","14365"
"2762","ENSMUSG00000111864","628726"
"2763","ENSMUSG00000115483","108168154"
"2764","ENSMUSG00000002475","106861"
"2765","ENSMUSG00000042938","100418259"
"2767","ENSMUSG00000025175","63828"
"2769","ENSMUSG00000020638","22169"
"2770","ENSMUSG00000071478","319165"
"2771","ENSMUSG00000059742","170738"
"2775","ENSMUSG00000054752","319636"
"2776","ENSMUSG00000089417","115489854"
"2779","ENSMUSG00000049191","331474"
"2781","ENSMUSG00000026896","71586"
"2782","ENSMUSG00000045751","212377"
"2783","ENSMUSG00000021108","18755"
"2784","ENSMUSG00000039997","15950"
"2785","ENSMUSG00000034226","228543"
"2786","ENSMUSG00000060314","407812"
"2787","ENSMUSG00000021874","71106"
"2788","ENSMUSG00000031880","56437"
"2789","ENSMUSG00000050304","83885"
"2790","ENSMUSG00000000791","16161"
"2791","ENSMUSG00000028214","14579"
"2792","ENSMUSG00000016239","74365"
"2793","ENSMUSG00000006403","240913"
"2795","ENSMUSG00000037921","234311"
"2796","ENSMUSG00000097537","69918"
"2797","ENSMUSG00000074340","12659"
"2798","ENSMUSG00000055430","58243"
"2799","ENSMUSG00000038319","16511"
"2802","ENSMUSG00000037010","30878"
"2805","ENSMUSG00000093483","613254"
"2806","ENSMUSG00000116903","100503040"
"2807","ENSMUSG00000050558","246313"
"2811","ENSMUSG00000028270","14469"
"2812","ENSMUSG00000024697","14675"
"2813","ENSMUSG00000015812","14714"
"2814","ENSMUSG00000043681","69134"
"2816","ENSMUSG00000035860","68764"
"2817","ENSMUSG00000091756","100041012"
"2818","ENSMUSG00000056144","94094"
"2819","ENSMUSG00000025272","56191"
"2821","ENSMUSG00000053797","16666"
"2822","ENSMUSG00000053916","67311"
"2823","ENSMUSG00000005950","94045"
"2824","ENSMUSG00000041000","67525"
"2825","ENSMUSG00000002068","12447"
"2826","ENSMUSG00000079465","12828"
"2827","ENSMUSG00000082936","100384883"
"2828","ENSMUSG00000006611","15216"
"2829","ENSMUSG00000093187","100124439"
"2833","ENSMUSG00000033361","208748"
"2834","ENSMUSG00000030401","20167"
"2838","ENSMUSG00000055341","431706"
"2846","ENSMUSG00000031302","245537"
"2847","ENSMUSG00000038217","380712"
"2848","ENSMUSG00000078651","237940"
"2850","ENSMUSG00000055210","17301"
"2851","ENSMUSG00000050240","58180"
"2853","ENSMUSG00000109864","66341"
"2854","ENSMUSG00000098318","381822"
"2856","ENSMUSG00000010651","235674"
"2858","ENSMUSG00000112925","102634101"
"2861","ENSMUSG00000051727","233529"
"2862","ENSMUSG00000026870","77996"
"2865","ENSMUSG00000078949","100043899"
"2866","ENSMUSG00000052221","210762"
"2867","ENSMUSG00000044359","57385"
"2871","ENSMUSG00000085395","100503810"
"2873","ENSMUSG00000026104","20846"
"2874","ENSMUSG00000021707","13361"
"2875","ENSMUSG00000022763","72168"
"2877","ENSMUSG00000025330","18602"
"2878","ENSMUSG00000034206","77782"
"2879","ENSMUSG00000023259","171429"
"2881","ENSMUSG00000099583","319149"
"2882","ENSMUSG00000011382","71755"
"2883","ENSMUSG00000018595","14657"
"2884","ENSMUSG00000049692","66766"
"2885","ENSMUSG00000029607","66729"
"2886","ENSMUSG00000040183","140577"
"2887","ENSMUSG00000057880","268860"
"2889","ENSMUSG00000046623","14621"
"2890","ENSMUSG00000051235","209334"
"2891","ENSMUSG00000011154","75556"
"2892","ENSMUSG00000079033","17259"
"2893","ENSMUSG00000079033","105980076"
"2894","ENSMUSG00000020865","76408"
"2895","ENSMUSG00000085162","327946"
"2896","ENSMUSG00000022788","224014"
"2897","ENSMUSG00000087651","69784"
"2898","ENSMUSG00000023992","83433"
"2899","ENSMUSG00000028927","18600"
"2900","ENSMUSG00000064215","52668"
"2901","ENSMUSG00000069793","237886"
"2902","ENSMUSG00000006958","12667"
"2903","ENSMUSG00000044468","74645"
"2905","ENSMUSG00000018570","70419"
"2906","ENSMUSG00000030966","20821"
"2907","ENSMUSG00000029055","269615"
"2908","ENSMUSG00000001786","69754"
"2909","ENSMUSG00000039748","26909"
"2910","ENSMUSG00000032584","19882"
"2911","ENSMUSG00000060890","170735"
"2912","ENSMUSG00000041355","66256"
"2913","ENSMUSG00000053178","208595"
"2915","ENSMUSG00000084925","75602"
"2916","ENSMUSG00000029095","231148"
"2919","ENSMUSG00000075324","60344"
"2920","ENSMUSG00000087881","115487906"
"2922","ENSMUSG00000022180","50934"
"2923","ENSMUSG00000119442","115487580"
"2924","ENSMUSG00000050777","170706"
"2925","ENSMUSG00000027245","67693"
"2926","ENSMUSG00000020577","66109"
"2927","ENSMUSG00000045045","225875"
"2929","ENSMUSG00000069267","319150"
"2931","ENSMUSG00000085282","327812"
"2933","ENSMUSG00000028062","83409"
"2934","ENSMUSG00000017639","268451"
"2935","ENSMUSG00000073988","50500"
"2937","ENSMUSG00000035686","21835"
"2938","ENSMUSG00000101268","72131"
"2939","ENSMUSG00000027171","228413"
"2940","ENSMUSG00000020357","14257"
"2942","ENSMUSG00000057899","435529"
"2944","ENSMUSG00000041633","207474"
"2945","ENSMUSG00000041112","140580"
"2946","ENSMUSG00000050762","213171"
"2947","ENSMUSG00000071073","224813"
"2948","ENSMUSG00000100733","71174"
"2950","ENSMUSG00000030693","69540"
"2951","ENSMUSG00000047904","20606"
"2952","ENSMUSG00000042182","320705"
"2953","ENSMUSG00000074577","69553"
"2954","ENSMUSG00000037145","78354"
"2955","ENSMUSG00000059562","207209"
"2956","ENSMUSG00000001802","435965"
"2957","ENSMUSG00000033763","244654"
"2958","ENSMUSG00000059305","22362"
"2959","ENSMUSG00000060198","100042180"
"2965","ENSMUSG00000120584","102638632"
"2966","ENSMUSG00000063506","239027"
"2968","ENSMUSG00000039543","76670"
"2970","ENSMUSG00000073489","15951"
"2971","ENSMUSG00000027297","17005"
"2974","ENSMUSG00000094035","435811"
"2977","ENSMUSG00000096775","545007"
"2978","ENSMUSG00000003282","56711"
"2980","ENSMUSG00000032649","269132"
"2981","ENSMUSG00000022833","239839"
"2982","ENSMUSG00000064125","73072"
"2983","ENSMUSG00000024036","224674"
"2984","ENSMUSG00000103793","93714"
"2986","ENSMUSG00000026473","14645"
"2987","ENSMUSG00000032403","69478"
"2990","ENSMUSG00000020620","27404"
"2991","ENSMUSG00000052698","70549"
"2992","ENSMUSG00000033847","232889"
"2993","ENSMUSG00000021572","74470"
"2997","ENSMUSG00000041460","319734"
"2999","ENSMUSG00000078144","69543"
"3002","ENSMUSG00000004791","18654"
"3004","ENSMUSG00000075224","241528"
"3007","ENSMUSG00000021451","20354"
"3008","ENSMUSG00000078486","74183"
"3010","ENSMUSG00000023393","228993"
"3011","ENSMUSG00000017837","71966"
"3012","ENSMUSG00000021751","93732"
"3013","ENSMUSG00000066026","20148"
"3015","ENSMUSG00000025993","53945"
"3017","ENSMUSG00000047419","76469"
"3018","ENSMUSG00000027210","17536"
"3019","ENSMUSG00000035004","80719"
"3020","ENSMUSG00000072568","399603"
"3021","ENSMUSG00000071203","17951"
"3022","ENSMUSG00000117513","100042643"
"3023","ENSMUSG00000083307","245350"
"3024","ENSMUSG00000059493","195727"
"3026","ENSMUSG00000087604","74884"
"3027","ENSMUSG00000079396","100861615"
"3028","ENSMUSG00000082901","433515"
"3030","ENSMUSG00000057614","14677"
"3031","ENSMUSG00000068259","258380"
"3033","ENSMUSG00000029408","56325"
"3035","ENSMUSG00000074782","373852"
"3036","ENSMUSG00000041594","70551"
"3037","ENSMUSG00000107877","74477"
"3038","ENSMUSG00000107877","122526781"
"3039","ENSMUSG00000031323","70887"
"3042","ENSMUSG00000064177","58991"
"3043","ENSMUSG00000020407","22271"
"3044","ENSMUSG00000033717","11551"
"3045","ENSMUSG00000031629","71876"
"3047","ENSMUSG00000030652","12850"
"3049","ENSMUSG00000034413","240055"
"3051","ENSMUSG00000049687","338368"
"3052","ENSMUSG00000102545","115489693"
"3053","ENSMUSG00000024459","240095"
"3054","ENSMUSG00000063687","93876"
"3056","ENSMUSG00000089675","613123"
"3057","ENSMUSG00000000308","12716"
"3061","ENSMUSG00000097577","76133"
"3063","ENSMUSG00000079559","100502940"
"3064","ENSMUSG00000081058","97114"
"3065","ENSMUSG00000048399","71338"
"3066","ENSMUSG00000004661","56380"
"3067","ENSMUSG00000090100","140810"
"3069","ENSMUSG00000043773","69430"
"3070","ENSMUSG00000023047","110542"
"3071","ENSMUSG00000005220","53419"
"3072","ENSMUSG00000042195","72022"
"3073","ENSMUSG00000007030","27762"
"3074","ENSMUSG00000022211","268747"
"3075","ENSMUSG00000035109","271849"
"3076","ENSMUSG00000097990","100503104"
"3077","ENSMUSG00000043518","24004"
"3078","ENSMUSG00000053024","21367"
"3080","ENSMUSG00000085637","100503166"
"3082","ENSMUSG00000083619","621442"
"3083","ENSMUSG00000014030","18507"
"3084","ENSMUSG00000088901","100316695"
"3086","ENSMUSG00000053552","228598"
"3087","ENSMUSG00000026955","72080"
"3088","ENSMUSG00000061882","208908"
"3089","ENSMUSG00000081593","623671"
"3090","ENSMUSG00000026479","16782"
"3092","ENSMUSG00000028341","18124"
"3094","ENSMUSG00000026708","70454"
"3095","ENSMUSG00000031520","22341"
"3096","ENSMUSG00000066113","77739"
"3098","ENSMUSG00000111761","100504561"
"3099","ENSMUSG00000048355","76219"
"3101","ENSMUSG00000100863","620016"
"3105","ENSMUSG00000022575","69146"
"3106","ENSMUSG00000006179","54373"
"3108","ENSMUSG00000030717","56312"
"3109","ENSMUSG00000059751","668144"
"3111","ENSMUSG00000117648","102634780"
"3112","ENSMUSG00000040938","216867"
"3116","ENSMUSG00000084314","108168715"
"3117","ENSMUSG00000069170","110789"
"3119","ENSMUSG00000060240","57754"
"3120","ENSMUSG00000015467","81701"
"3122","ENSMUSG00000087368","436230"
"3123","ENSMUSG00000021714","60411"
"3124","ENSMUSG00000074678","654459"
"3125","ENSMUSG00000053559","207818"
"3126","ENSMUSG00000033985","230661"
"3128","ENSMUSG00000031872","65115"
"3129","ENSMUSG00000025787","331046"
"3131","ENSMUSG00000083325","545472"
"3132","ENSMUSG00000074826","100038538"
"3138","ENSMUSG00000036687","231832"
"3141","ENSMUSG00000087143","320174"
"3143","ENSMUSG00000021388","66695"
"3144","ENSMUSG00000032578","12700"
"3146","ENSMUSG00000027848","99543"
"3147","ENSMUSG00000051503","625424"
"3148","ENSMUSG00000068962","232966"
"3150","ENSMUSG00000074121","78405"
"3152","ENSMUSG00000042198","66433"
"3153","ENSMUSG00000070034","109032"
"3155","ENSMUSG00000030162","108078"
"3156","ENSMUSG00000070705","434156"
"3158","ENSMUSG00000046718","69550"
"3159","ENSMUSG00000036446","17022"
"3160","ENSMUSG00000035506","171286"
"3162","ENSMUSG00000035578","69707"
"3164","ENSMUSG00000040033","20847"
"3165","ENSMUSG00000035187","18096"
"3167","ENSMUSG00000041132","100637"
"3168","ENSMUSG00000061666","66569"
"3170","ENSMUSG00000039031","73910"
"3171","ENSMUSG00000015619","14462"
"3174","ENSMUSG00000029436","23948"
"3175","ENSMUSG00000031342","14758"
"3176","ENSMUSG00000054453","236643"
"3178","ENSMUSG00000019990","29863"
"3179","ENSMUSG00000069379","240289"
"3180","ENSMUSG00000046491","69183"
"3182","ENSMUSG00000044827","21897"
"3183","ENSMUSG00000069804","791303"
"3185","ENSMUSG00000044244","213208"
"3186","ENSMUSG00000120992","110956"
"3187","ENSMUSG00000063919","68955"
"3188","ENSMUSG00000056174","329941"
"3189","ENSMUSG00000035576","241764"
"3191","ENSMUSG00000016493","17221"
"3192","ENSMUSG00000073791","230500"
"3193","ENSMUSG00000031847","69528"
"3194","ENSMUSG00000068037","17171"
"3196","ENSMUSG00000041679","234684"
"3197","ENSMUSG00000020399","171285"
"3198","ENSMUSG00000020866","12291"
"3199","ENSMUSG00000040447","216892"
"3200","ENSMUSG00000025969","18187"
"3201","ENSMUSG00000020388","30794"
"3202","ENSMUSG00000033350","54371"
"3205","ENSMUSG00000119954","102639175"
"3206","ENSMUSG00000012519","74568"
"3207","ENSMUSG00000079364","100041874"
"3208","ENSMUSG00000023940","72415"
"3209","ENSMUSG00000028456","22249"
"3213","ENSMUSG00000024011","74116"
"3218","ENSMUSG00000050490","666974"
"3221","ENSMUSG00000068877","20342"
"3222","ENSMUSG00000031543","11733"
"3223","ENSMUSG00000020798","77577"
"3225","ENSMUSG00000028655","76574"
"3227","ENSMUSG00000031827","72042"
"3228","ENSMUSG00000054702","252903"
"3229","ENSMUSG00000020656","195733"
"3231","ENSMUSG00000018166","13867"
"3233","ENSMUSG00000035769","102448"
"3234","ENSMUSG00000024349","72512"
"3235","ENSMUSG00000043165","16939"
"3237","ENSMUSG00000117327","624037"
"3238","ENSMUSG00000086782","77866"
"3239","ENSMUSG00000058838","619900"
