"","ENSEMBL","ENTREZID"
"742","ENSMUSG00000026620","226778"
"743","ENSMUSG00000029804","73998"
"744","ENSMUSG00000032717","17240"
"745","ENSMUSG00000029161","68567"
"746","ENSMUSG00000017692","246104"
"747","ENSMUSG00000024298","208292"
"748","ENSMUSG00000032875","207212"
"749","ENSMUSG00000021514","170936"
"750","ENSMUSG00000037624","16526"
"751","ENSMUSG00000038056","231051"
"752","ENSMUSG00000072774","626391"
"753","ENSMUSG00000030616","83671"
"754","ENSMUSG00000000385","50528"
"755","ENSMUSG00000029120","269643"
"756","ENSMUSG00000028266","16911"
"757","ENSMUSG00000029777","353172"
"758","ENSMUSG00000027966","12814"
"759","ENSMUSG00000056763","211660"
"760","ENSMUSG00000024953","54683"
"762","ENSMUSG00000026179","56695"
"764","ENSMUSG00000110444","378466"
"766","ENSMUSG00000027004","20378"
"767","ENSMUSG00000031310","56364"
"768","ENSMUSG00000022272","17909"
"769","ENSMUSG00000025001","15201"
"770","ENSMUSG00000037211","24063"
"771","ENSMUSG00000046731","216858"
"772","ENSMUSG00000021431","67797"
"773","ENSMUSG00000036564","234593"
"774","ENSMUSG00000048572","226040"
"775","ENSMUSG00000005779","19172"
"776","ENSMUSG00000048280","408068"
"777","ENSMUSG00000094626","94047"
"778","ENSMUSG00000056665","223626"
"779","ENSMUSG00000091243","73569"
"780","ENSMUSG00000049436","22268"
"781","ENSMUSG00000060275","100042150"
"782","ENSMUSG00000038916","67412"
"783","ENSMUSG00000025510","12476"
"784","ENSMUSG00000029821","54722"
"785","ENSMUSG00000030559","72433"
"786","ENSMUSG00000016382","102866"
"788","ENSMUSG00000031465","11601"
"789","ENSMUSG00000073755","230757"
"790","ENSMUSG00000021213","27384"
"792","ENSMUSG00000022525","27281"
"793","ENSMUSG00000042078","68666"
"794","ENSMUSG00000033365","230673"
"795","ENSMUSG00000078502","433801"
"796","ENSMUSG00000053819","108058"
"797","ENSMUSG00000021379","15904"
"798","ENSMUSG00000035934","208076"
"799","ENSMUSG00000038725","192190"
"800","ENSMUSG00000002983","19698"
"801","ENSMUSG00000038236","15404"
"802","ENSMUSG00000022887","17174"
"803","ENSMUSG00000045629","225608"
"804","ENSMUSG00000027227","20322"
"805","ENSMUSG00000033544","72713"
"806","ENSMUSG00000037152","66377"
"807","ENSMUSG00000036768","209737"
"808","ENSMUSG00000028757","13200"
"809","ENSMUSG00000007891","13033"
"810","ENSMUSG00000028645","20525"
"811","ENSMUSG00000050608","433771"
"812","ENSMUSG00000027808","28146"
"813","ENSMUSG00000001794","12336"
"814","ENSMUSG00000029376","665563"
"815","ENSMUSG00000042406","11911"
"816","ENSMUSG00000005087","12505"
"817","ENSMUSG00000030849","14183"
"818","ENSMUSG00000028990","69151"
"819","ENSMUSG00000044864","99696"
"820","ENSMUSG00000026039","68549"
"821","ENSMUSG00000004864","26415"
"822","ENSMUSG00000030641","74041"
"823","ENSMUSG00000030643","75985"
"824","ENSMUSG00000026956","227620"
"825","ENSMUSG00000056468","77580"
"826","ENSMUSG00000036894","74012"
"827","ENSMUSG00000070576","433938"
"828","ENSMUSG00000038619","56205"
"829","ENSMUSG00000028755","72269"
"830","ENSMUSG00000021464","26564"
"831","ENSMUSG00000055368","20538"
"832","ENSMUSG00000025409","110962"
"833","ENSMUSG00000023067","12575"
"834","ENSMUSG00000034401","67946"
"835","ENSMUSG00000037395","214742"
"836","ENSMUSG00000001604","21401"
"837","ENSMUSG00000031290","210297"
"838","ENSMUSG00000062901","75785"
"839","ENSMUSG00000033965","20502"
"840","ENSMUSG00000055003","211187"
"841","ENSMUSG00000034390","74440"
"842","ENSMUSG00000022306","22762"
"843","ENSMUSG00000020186","13008"
"844","ENSMUSG00000022034","71988"
"845","ENSMUSG00000027602","66734"
"846","ENSMUSG00000028415","20731"
"847","ENSMUSG00000063428","70503"
"848","ENSMUSG00000055013","347722"
"849","ENSMUSG00000012126","67586"
"850","ENSMUSG00000090862","68052"
"851","ENSMUSG00000030187","16633"
"852","ENSMUSG00000032609","78267"
"853","ENSMUSG00000060402","68947"
"854","ENSMUSG00000024045","56399"
"855","ENSMUSG00000074059","546161"
"856","ENSMUSG00000019996","17761"
"857","ENSMUSG00000031778","20312"
"858","ENSMUSG00000051048","320452"
"859","ENSMUSG00000040865","227195"
"860","ENSMUSG00000031530","319520"
"861","ENSMUSG00000015980","76612"
"863","ENSMUSG00000027879","20333"
"864","ENSMUSG00000019789","15214"
"865","ENSMUSG00000025876","107448"
"866","ENSMUSG00000056758","15364"
"867","ENSMUSG00000033213","433470"
"868","ENSMUSG00000068744","56742"
"869","ENSMUSG00000050471","109229"
"870","ENSMUSG00000008575","18028"
"871","ENSMUSG00000027332","56357"
"872","ENSMUSG00000018819","16985"
"873","ENSMUSG00000027313","69065"
"874","ENSMUSG00000027552","13559"
"875","ENSMUSG00000038168","210530"
"876","ENSMUSG00000072949","26897"
"877","ENSMUSG00000026817","11636"
"878","ENSMUSG00000028167","69772"
"879","ENSMUSG00000001504","16372"
"880","ENSMUSG00000005045","269610"
"881","ENSMUSG00000001661","15425"
"882","ENSMUSG00000074971","67606"
"883","ENSMUSG00000024593","70417"
"884","ENSMUSG00000089669","69583"
"886","ENSMUSG00000046694","100342"
"887","ENSMUSG00000024846","73720"
"888","ENSMUSG00000031502","12826"
"889","ENSMUSG00000035403","241324"
"890","ENSMUSG00000036256","29817"
"891","ENSMUSG00000073293","102954"
"892","ENSMUSG00000097113","100503460"
"893","ENSMUSG00000061887","72475"
"894","ENSMUSG00000019880","72780"
"895","ENSMUSG00000045777","320802"
"896","ENSMUSG00000028563","94043"
"897","ENSMUSG00000030605","17304"
"899","ENSMUSG00000039047","329777"
"900","ENSMUSG00000030410","13401"
"901","ENSMUSG00000030276","101100"
"902","ENSMUSG00000041921","66559"
"903","ENSMUSG00000038170","83679"
"904","ENSMUSG00000030826","12036"
"905","ENSMUSG00000056214","93737"
"906","ENSMUSG00000028798","54709"
"907","ENSMUSG00000019966","17311"
"908","ENSMUSG00000041225","75415"
"910","ENSMUSG00000041351","110351"
"911","ENSMUSG00000030980","66356"
"912","ENSMUSG00000039671","228880"
"913","ENSMUSG00000020023","319880"
"914","ENSMUSG00000027495","67017"
"915","ENSMUSG00000070934","68441"
"916","ENSMUSG00000052957","14451"
"917","ENSMUSG00000015647","16776"
"918","ENSMUSG00000034522","380912"
"919","ENSMUSG00000054136","223780"
"920","ENSMUSG00000040859","100383"
"921","ENSMUSG00000029516","12704"
"922","ENSMUSG00000028698","18710"
"923","ENSMUSG00000034820","269061"
"924","ENSMUSG00000029414","208628"
"925","ENSMUSG00000041773","13803"
"926","ENSMUSG00000040824","107686"
"927","ENSMUSG00000022376","11514"
"928","ENSMUSG00000027889","109674"
"929","ENSMUSG00000035356","80859"
"930","ENSMUSG00000037965","106205"
"931","ENSMUSG00000030134","70727"
"932","ENSMUSG00000023048","66151"
"933","ENSMUSG00000032643","14201"
"934","ENSMUSG00000030319","67088"
"935","ENSMUSG00000019528","27357"
"936","ENSMUSG00000042357","14622"
"937","ENSMUSG00000026259","53972"
"938","ENSMUSG00000027714","50911"
"939","ENSMUSG00000030659","53322"
"940","ENSMUSG00000040272","329470"
"942","ENSMUSG00000001891","216558"
"943","ENSMUSG00000028019","54635"
"944","ENSMUSG00000049807","58996"
"945","ENSMUSG00000027200","214968"
"946","ENSMUSG00000037419","71946"
"947","ENSMUSG00000075555","100041655"
"948","ENSMUSG00000038807","380711"
"949","ENSMUSG00000063415","232174"
"950","ENSMUSG00000005907","71382"
"951","ENSMUSG00000027983","71519"
"952","ENSMUSG00000019817","22634"
"953","ENSMUSG00000060969","16371"
"954","ENSMUSG00000030870","28018"
"955","ENSMUSG00000021396","75124"
"956","ENSMUSG00000023249","235587"
"957","ENSMUSG00000026425","14270"
"958","ENSMUSG00000028262","80797"
"959","ENSMUSG00000074060","382105"
"960","ENSMUSG00000036580","229285"
"961","ENSMUSG00000022228","432731"
"962","ENSMUSG00000032796","16772"
"963","ENSMUSG00000009585","80287"
"964","ENSMUSG00000062519","272347"
"965","ENSMUSG00000023045","223920"
"966","ENSMUSG00000036655","71693"
"968","ENSMUSG00000029053","18762"
"969","ENSMUSG00000035948","380660"
"970","ENSMUSG00000034647","106585"
"971","ENSMUSG00000045071","230259"
"972","ENSMUSG00000028059","16800"
"973","ENSMUSG00000027306","108907"
"974","ENSMUSG00000030591","57296"
"975","ENSMUSG00000025582","18164"
"976","ENSMUSG00000056917","20469"
"977","ENSMUSG00000002797","110175"
"978","ENSMUSG00000006356","68337"
"979","ENSMUSG00000022961","20658"
"980","ENSMUSG00000040435","17872"
"981","ENSMUSG00000025185","67573"
"982","ENSMUSG00000010830","105785"
"983","ENSMUSG00000062822","67392"
"984","ENSMUSG00000032014","102644"
"985","ENSMUSG00000020080","216019"
"986","ENSMUSG00000056749","18030"
"987","ENSMUSG00000023830","16004"
"988","ENSMUSG00000037463","233040"
"989","ENSMUSG00000030934","18242"
"990","ENSMUSG00000028943","56226"
"991","ENSMUSG00000022360","70472"
"992","ENSMUSG00000028557","29864"
"993","ENSMUSG00000042558","100206"
"994","ENSMUSG00000043866","24075"
"995","ENSMUSG00000060032","232440"
"996","ENSMUSG00000039680","121022"
"997","ENSMUSG00000027331","51944"
"998","ENSMUSG00000030738","56347"
"999","ENSMUSG00000033326","230674"
"1000","ENSMUSG00000038975","19352"
"1001","ENSMUSG00000037242","29876"
"1002","ENSMUSG00000026167","22409"
"1003","ENSMUSG00000061119","72461"
"1004","ENSMUSG00000028152","56224"
"1005","ENSMUSG00000032666","69399"
"1006","ENSMUSG00000009246","56843"
"1007","ENSMUSG00000026042","12832"
"1008","ENSMUSG00000030921","20128"
"1009","ENSMUSG00000025092","73442"
"1010","ENSMUSG00000044042","14260"
"1011","ENSMUSG00000038910","224860"
"1012","ENSMUSG00000009633","14373"
"1013","ENSMUSG00000042613","229534"
"1014","ENSMUSG00000026349","72949"
"1015","ENSMUSG00000025647","66940"
"1016","ENSMUSG00000028559","100273"
"1017","ENSMUSG00000017417","72324"
"1018","ENSMUSG00000026923","18128"
"1019","ENSMUSG00000022604","74201"
"1020","ENSMUSG00000025584","18584"
"1021","ENSMUSG00000015501","15273"
"1022","ENSMUSG00000035597","328110"
"1023","ENSMUSG00000028692","58810"
"1024","ENSMUSG00000001089","269593"
"1025","ENSMUSG00000021373","67252"
"1026","ENSMUSG00000029020","170731"
"1027","ENSMUSG00000034612","58250"
"1028","ENSMUSG00000028657","19063"
"1029","ENSMUSG00000045193","12696"
"1030","ENSMUSG00000049971","319804"
"1031","ENSMUSG00000029814","140488"
"1032","ENSMUSG00000079484","227696"
"1033","ENSMUSG00000038388","56524"
"1034","ENSMUSG00000039131","54120"
"1035","ENSMUSG00000020607","105005"
"1036","ENSMUSG00000042500","76850"
"1037","ENSMUSG00000015377","69440"
"1038","ENSMUSG00000039745","53415"
"1039","ENSMUSG00000016552","239554"
"1040","ENSMUSG00000048758","19944"
"1041","ENSMUSG00000078185","12663"
"1042","ENSMUSG00000028643","69216"
"1043","ENSMUSG00000094992","546160"
"1044","ENSMUSG00000020108","74747"
"1045","ENSMUSG00000045555","327747"
"1046","ENSMUSG00000041836","19267"
"1047","ENSMUSG00000019929","13179"
"1048","ENSMUSG00000046818","73284"
"1049","ENSMUSG00000040867","380785"
"1050","ENSMUSG00000038489","66491"
"1051","ENSMUSG00000021754","26401"
"1052","ENSMUSG00000038893","215512"
"1053","ENSMUSG00000025314","19271"
"1054","ENSMUSG00000034686","432763"
"1055","ENSMUSG00000028668","27224"
"1056","ENSMUSG00000054428","11983"
"1057","ENSMUSG00000026094","98267"
"1058","ENSMUSG00000004665","12798"
"1059","ENSMUSG00000009863","67680"
"1060","ENSMUSG00000010608","67039"
"1061","ENSMUSG00000007655","12389"
"1062","ENSMUSG00000055407","17760"
"1063","ENSMUSG00000089736","100044509"
"1064","ENSMUSG00000036751","110323"
"1065","ENSMUSG00000045441","243385"
"1066","ENSMUSG00000053565","73830"
"1067","ENSMUSG00000020808","109212"
"1068","ENSMUSG00000031753","102339"
"1069","ENSMUSG00000039476","20204"
"1070","ENSMUSG00000049044","56508"
"1071","ENSMUSG00000022332","13992"
"1072","ENSMUSG00000036356","234356"
"1073","ENSMUSG00000027068","241452"
"1074","ENSMUSG00000042129","213391"
"1075","ENSMUSG00000034687","231470"
"1077","ENSMUSG00000027009","16401"
"1079","ENSMUSG00000025324","11982"
"1080","ENSMUSG00000040952","20085"
"1081","ENSMUSG00000111375","100503185"
"1083","ENSMUSG00000000049","11818"
"1084","ENSMUSG00000039157","98952"
"1085","ENSMUSG00000074129","22121"
"1086","ENSMUSG00000045539","20766"
"1087","ENSMUSG00000024948","26412"
"1088","ENSMUSG00000008090","116701"
"1089","ENSMUSG00000029070","74761"
"1090","ENSMUSG00000018604","21386"
"1091","ENSMUSG00000031292","382253"
"1092","ENSMUSG00000015452","11596"
"1093","ENSMUSG00000089762","72500"
"1094","ENSMUSG00000024968","104383"
"1095","ENSMUSG00000049985","77318"
"1096","ENSMUSG00000054072","60440"
"1097","ENSMUSG00000073002","53620"
"1098","ENSMUSG00000073077","636104"
"1099","ENSMUSG00000015668","72621"
"1100","ENSMUSG00000036825","99167"
"1101","ENSMUSG00000003355","66120"
"1102","ENSMUSG00000027669","14696"
"1103","ENSMUSG00000034855","15945"
"1104","ENSMUSG00000071337","21841"
"1105","ENSMUSG00000078202","67122"
"1106","ENSMUSG00000024426","73242"
"1107","ENSMUSG00000069744","26446"
"1108","ENSMUSG00000039168","223453"
"1109","ENSMUSG00000028885","100340"
"1110","ENSMUSG00000036202","51869"
"1111","ENSMUSG00000050530","269233"
"1112","ENSMUSG00000022270","66270"
"1113","ENSMUSG00000044749","76184"
"1114","ENSMUSG00000023800","24001"
"1115","ENSMUSG00000045237","68618"
"1116","ENSMUSG00000002020","16997"
"1117","ENSMUSG00000008305","21885"
"1118","ENSMUSG00000024769","240505"
"1119","ENSMUSG00000050556","16500"
"1120","ENSMUSG00000022438","170736"
"1121","ENSMUSG00000038742","70726"
"1122","ENSMUSG00000031626","234214"
"1124","ENSMUSG00000024640","107272"
"1125","ENSMUSG00000070942","107527"
"1126","ENSMUSG00000026939","51875"
"1127","ENSMUSG00000020142","55963"
"1128","ENSMUSG00000086596","382111"
"1129","ENSMUSG00000021765","14313"
"1130","ENSMUSG00000017057","16164"
"1131","ENSMUSG00000061414","381812"
"1132","ENSMUSG00000042485","66175"
"1133","ENSMUSG00000048368","27047"
"1134","ENSMUSG00000047261","14432"
"1135","ENSMUSG00000020190","17347"
"1136","ENSMUSG00000048154","381022"
"1137","ENSMUSG00000037447","214855"
"1138","ENSMUSG00000031078","13043"
"1139","ENSMUSG00000037321","21354"
"1140","ENSMUSG00000028680","12795"
"1141","ENSMUSG00000021665","15212"
"1143","ENSMUSG00000035799","22160"
"1144","ENSMUSG00000054312","66292"
"1145","ENSMUSG00000112963","619715"
"1146","ENSMUSG00000003469","105653"
"1147","ENSMUSG00000049420","77220"
"1148","ENSMUSG00000002768","17256"
"1149","ENSMUSG00000037386","116838"
"1150","ENSMUSG00000042379","71690"
"1151","ENSMUSG00000057342","56632"
"1152","ENSMUSG00000030847","29810"
"1153","ENSMUSG00000031963","73230"
"1154","ENSMUSG00000028312","14211"
"1155","ENSMUSG00000072964","70237"
"1156","ENSMUSG00000028245","18201"
"1157","ENSMUSG00000024803","107765"
"1158","ENSMUSG00000000290","16414"
"1159","ENSMUSG00000050069","23893"
"1160","ENSMUSG00000003731","16650"
"1161","ENSMUSG00000018547","108083"
"1162","ENSMUSG00000021061","20741"
"1163","ENSMUSG00000044349","319317"
"1164","ENSMUSG00000026303","171531"
"1165","ENSMUSG00000020169","382427"
"1166","ENSMUSG00000038677","268935"
"1167","ENSMUSG00000040666","50795"
"1168","ENSMUSG00000093661","66892"
"1169","ENSMUSG00000002109","107986"
"1170","ENSMUSG00000028613","16975"
"1171","ENSMUSG00000026365","12628"
"1172","ENSMUSG00000004231","18504"
"1173","ENSMUSG00000097487","73635"
"1174","ENSMUSG00000074513","99889"
"1175","ENSMUSG00000044528","229801"
"1176","ENSMUSG00000030691","207278"
"1177","ENSMUSG00000045039","269878"
"1178","ENSMUSG00000037706","12520"
"1179","ENSMUSG00000001521","22158"
"1180","ENSMUSG00000045348","243300"
"1181","ENSMUSG00000008683","267019"
"1182","ENSMUSG00000024188","66978"
"1183","ENSMUSG00000006390","54325"
"1184","ENSMUSG00000006731","14421"
"1185","ENSMUSG00000040918","116914"
"1186","ENSMUSG00000073700","242785"
"1188","ENSMUSG00000030397","232944"
"1189","ENSMUSG00000032812","69710"
"1190","ENSMUSG00000029038","68991"
"1192","ENSMUSG00000021678","14063"
"1193","ENSMUSG00000030498","14453"
"1194","ENSMUSG00000039908","268512"
"1195","ENSMUSG00000040390","269881"
"1196","ENSMUSG00000021466","19206"
"1197","ENSMUSG00000019194","20266"
"1198","ENSMUSG00000055862","71564"
"1199","ENSMUSG00000027570","12841"
"1200","ENSMUSG00000059040","433182"
"1201","ENSMUSG00000021203","68149"
"1202","ENSMUSG00000031070","211577"
"1204","ENSMUSG00000025511","64540"
"1205","ENSMUSG00000037752","381560"
"1206","ENSMUSG00000044350","210808"
"1208","ENSMUSG00000025666","192216"
"1209","ENSMUSG00000033491","244954"
"1210","ENSMUSG00000041245","279561"
"1211","ENSMUSG00000018042","109754"
"1212","ENSMUSG00000038205","108097"
"1213","ENSMUSG00000021684","218461"
"1214","ENSMUSG00000043613","17392"
"1215","ENSMUSG00000028899","66464"
"1216","ENSMUSG00000022226","17225"
"1217","ENSMUSG00000020623","26399"
"1218","ENSMUSG00000036246","78816"
"1219","ENSMUSG00000037621","71093"
"1220","ENSMUSG00000029168","65254"
"1221","ENSMUSG00000022799","12549"
"1222","ENSMUSG00000037049","20597"
"1223","ENSMUSG00000046157","268567"
"1224","ENSMUSG00000039219","94246"
"1225","ENSMUSG00000035126","242584"
"1226","ENSMUSG00000089809","319818"
"1227","ENSMUSG00000089809","320292"
"1228","ENSMUSG00000036298","239606"
"1229","ENSMUSG00000006442","20810"
"1230","ENSMUSG00000026456","72017"
"1231","ENSMUSG00000026864","14828"
"1232","ENSMUSG00000056596","69539"
"1233","ENSMUSG00000037172","243780"
"1234","ENSMUSG00000027488","20648"
"1235","ENSMUSG00000048920","243853"
"1236","ENSMUSG00000070426","75212"
"1237","ENSMUSG00000022094","213053"
"1238","ENSMUSG00000030747","67800"
"1239","ENSMUSG00000035842","320209"
"1240","ENSMUSG00000025358","12566"
"1241","ENSMUSG00000074682","67917"
"1242","ENSMUSG00000032607","434437"
"1243","ENSMUSG00000039116","215798"
"1244","ENSMUSG00000030553","78444"
"1245","ENSMUSG00000002325","16391"
"1246","ENSMUSG00000017446","56745"
"1247","ENSMUSG00000008140","69683"
"1248","ENSMUSG00000028837","26445"
"1250","ENSMUSG00000021708","19418"
"1252","ENSMUSG00000030744","27050"
"1253","ENSMUSG00000037225","14173"
"1254","ENSMUSG00000059146","18213"
"1255","ENSMUSG00000059146","414121"
"1256","ENSMUSG00000020160","17268"
"1257","ENSMUSG00000046027","170460"
"1258","ENSMUSG00000022324","17181"
"1259","ENSMUSG00000003452","12121"
"1260","ENSMUSG00000075394","15423"
"1261","ENSMUSG00000041498","381293"
"1262","ENSMUSG00000026779","67121"
"1263","ENSMUSG00000059022","333088"
"1264","ENSMUSG00000012443","16551"
"1265","ENSMUSG00000028862","53608"
"1266","ENSMUSG00000034171","14073"
"1267","ENSMUSG00000024909","58859"
"1268","ENSMUSG00000052396","233549"
"1269","ENSMUSG00000022952","12394"
"1270","ENSMUSG00000008318","320100"
"1271","ENSMUSG00000039462","12813"
"1272","ENSMUSG00000048562","320145"
"1273","ENSMUSG00000046561","271970"
"1274","ENSMUSG00000021208","217845"
"1275","ENSMUSG00000055240","22643"
"1276","ENSMUSG00000027932","26568"
"1278","ENSMUSG00000040212","13732"
"1280","ENSMUSG00000047675","20116"
"1281","ENSMUSG00000047675","100040298"
"1282","ENSMUSG00000057176","233899"
"1283","ENSMUSG00000027822","11416"
"1284","ENSMUSG00000037166","68458"
"1285","ENSMUSG00000024818","107375"
"1286","ENSMUSG00000030879","27397"
"1287","ENSMUSG00000027130","107723"
"1288","ENSMUSG00000007908","208982"
"1289","ENSMUSG00000036155","107895"
"1290","ENSMUSG00000028398","66928"
"1291","ENSMUSG00000028369","64817"
"1292","ENSMUSG00000059070","19899"
"1293","ENSMUSG00000018752","619441"
"1294","ENSMUSG00000022656","58998"
"1295","ENSMUSG00000015112","50799"
"1296","ENSMUSG00000033906","108672"
"1297","ENSMUSG00000020218","24117"
"1298","ENSMUSG00000020758","192897"
"1299","ENSMUSG00000028890","17764"
"1300","ENSMUSG00000048285","319710"
"1301","ENSMUSG00000027737","26570"
"1302","ENSMUSG00000049643","66367"
"1303","ENSMUSG00000098557","239217"
"1304","ENSMUSG00000031137","14168"
"1305","ENSMUSG00000050394","278097"
"1306","ENSMUSG00000029490","243197"
"1307","ENSMUSG00000040945","108911"
"1308","ENSMUSG00000037946","30938"
"1309","ENSMUSG00000030432","19943"
"1310","ENSMUSG00000027722","57815"
"1311","ENSMUSG00000021710","75805"
"1312","ENSMUSG00000056216","12611"
"1313","ENSMUSG00000109336","233033"
"1314","ENSMUSG00000063286","668139"
"1315","ENSMUSG00000032118","235180"
"1316","ENSMUSG00000056679","70771"
"1317","ENSMUSG00000025574","21877"
"1318","ENSMUSG00000054200","107221"
"1319","ENSMUSG00000051236","320183"
"1320","ENSMUSG00000031373","56078"
"1321","ENSMUSG00000050310","78757"
"1323","ENSMUSG00000020422","319939"
"1324","ENSMUSG00000028184","99633"
"1326","ENSMUSG00000051379","71436"
"1327","ENSMUSG00000028737","212647"
"1328","ENSMUSG00000032373","76459"
"1329","ENSMUSG00000030403","22323"
"1330","ENSMUSG00000054737","319535"
"1331","ENSMUSG00000001773","53320"
"1332","ENSMUSG00000070509","244058"
"1333","ENSMUSG00000031639","142980"
"1334","ENSMUSG00000017724","18612"
"1335","ENSMUSG00000027134","99010"
"1336","ENSMUSG00000086290","100039864"
"1337","ENSMUSG00000020326","12450"
"1338","ENSMUSG00000025050","71041"
"1339","ENSMUSG00000042826","14166"
"1340","ENSMUSG00000040557","79565"
"1341","ENSMUSG00000103897","93716"
"1342","ENSMUSG00000024134","20472"
"1343","ENSMUSG00000081087","100043843"
"1344","ENSMUSG00000032300","74211"
"1346","ENSMUSG00000025484","54399"
"1347","ENSMUSG00000040842","213491"
"1348","ENSMUSG00000020484","22433"
"1349","ENSMUSG00000028086","50754"
"1350","ENSMUSG00000024511","80718"
"1351","ENSMUSG00000063229","16828"
"1352","ENSMUSG00000036478","12226"
"1353","ENSMUSG00000027339","215653"
"1354","ENSMUSG00000007850","59013"
"1355","ENSMUSG00000041889","77552"
"1356","ENSMUSG00000007613","21812"
"1357","ENSMUSG00000038375","68728"
"1359","ENSMUSG00000028782","230775"
"1360","ENSMUSG00000025499","15461"
"1361","ENSMUSG00000031960","234734"
"1362","ENSMUSG00000053801","101612"
"1363","ENSMUSG00000046364","26451"
"1364","ENSMUSG00000021097","94040"
"1365","ENSMUSG00000028197","71355"
"1366","ENSMUSG00000020681","11421"
"1367","ENSMUSG00000020897","20877"
"1368","ENSMUSG00000063172","72938"
"1369","ENSMUSG00000028268","55932"
"1370","ENSMUSG00000032418","17436"
"1372","ENSMUSG00000032621","218543"
"1373","ENSMUSG00000047749","209032"
"1374","ENSMUSG00000097589","668253"
"1375","ENSMUSG00000059810","50780"
"1376","ENSMUSG00000032358","208994"
"1377","ENSMUSG00000028495","20104"
"1378","ENSMUSG00000035967","236790"
"1379","ENSMUSG00000055980","16367"
"1380","ENSMUSG00000015850","229595"
"1381","ENSMUSG00000072476","668155"
"1382","ENSMUSG00000105867","115490131"
"1383","ENSMUSG00000032487","19225"
"1384","ENSMUSG00000050821","78408"
"1385","ENSMUSG00000025964","23792"
"1386","ENSMUSG00000066000","112422"
"1387","ENSMUSG00000035697","70719"
"1388","ENSMUSG00000023087","12457"
"1389","ENSMUSG00000026158","70155"
"1390","ENSMUSG00000031808","26457"
"1391","ENSMUSG00000027852","18176"
"1392","ENSMUSG00000041992","217944"
"1393","ENSMUSG00000026829","227671"
"1394","ENSMUSG00000043542","67306"
"1395","ENSMUSG00000020411","214112"
"1396","ENSMUSG00000058254","21912"
"1397","ENSMUSG00000011096","67605"
"1398","ENSMUSG00000022199","59049"
"1399","ENSMUSG00000033502","229776"
"1400","ENSMUSG00000025171","226122"
"1401","ENSMUSG00000025515","17831"
"1402","ENSMUSG00000034706","432611"
"1403","ENSMUSG00000030417","56330"
"1404","ENSMUSG00000037606","79196"
"1405","ENSMUSG00000112304","102638712"
"1406","ENSMUSG00000020184","17246"
"1407","ENSMUSG00000113581","353504"
"1408","ENSMUSG00000030443","213011"
"1409","ENSMUSG00000002416","68198"
"1411","ENSMUSG00000039218","75956"
"1412","ENSMUSG00000048763","15410"
"1413","ENSMUSG00000113769","77675"
"1414","ENSMUSG00000085007","100503068"
"1415","ENSMUSG00000025453","18115"
"1416","ENSMUSG00000049551","14371"
"1417","ENSMUSG00000022186","67041"
"1418","ENSMUSG00000085385","68108"
"1419","ENSMUSG00000061878","20698"
"1420","ENSMUSG00000031790","17388"
"1421","ENSMUSG00000024268","108013"
"1422","ENSMUSG00000030022","101401"
"1423","ENSMUSG00000041957","67451"
"1424","ENSMUSG00000023960","83965"
"1425","ENSMUSG00000035545","232798"
"1426","ENSMUSG00000022385","29870"
"1427","ENSMUSG00000026411","66241"
"1428","ENSMUSG00000036295","16981"
"1429","ENSMUSG00000021256","238328"
"1430","ENSMUSG00000072941","20657"
"1431","ENSMUSG00000033585","17984"
"1432","ENSMUSG00000047757","237211"
"1433","ENSMUSG00000027375","17153"
"1434","ENSMUSG00000030615","66271"
"1435","ENSMUSG00000001333","68828"
"1436","ENSMUSG00000048772","68777"
"1437","ENSMUSG00000027550","71710"
"1438","ENSMUSG00000020785","55984"
"1439","ENSMUSG00000085218","102640562"
"1440","ENSMUSG00000032387","71973"
"1441","ENSMUSG00000024990","19662"
"1442","ENSMUSG00000039887","66789"
"1443","ENSMUSG00000032060","12955"
"1444","ENSMUSG00000017830","80861"
"1445","ENSMUSG00000054580","18779"
"1446","ENSMUSG00000006204","71395"
"1447","ENSMUSG00000047554","233724"
"1448","ENSMUSG00000022861","110197"
"1449","ENSMUSG00000073758","66938"
"1450","ENSMUSG00000040613","11810"
"1451","ENSMUSG00000000296","21987"
"1452","ENSMUSG00000039967","30046"
"1453","ENSMUSG00000032092","14012"
"1454","ENSMUSG00000025190","14718"
"1455","ENSMUSG00000054342","16534"
"1456","ENSMUSG00000040723","226594"
"1457","ENSMUSG00000023092","14199"
"1458","ENSMUSG00000021831","50527"
"1460","ENSMUSG00000050035","14202"
"1461","ENSMUSG00000001025","20200"
"1462","ENSMUSG00000021485","17121"
"1463","ENSMUSG00000040258","104080"
"1464","ENSMUSG00000024056","67052"
"1465","ENSMUSG00000109394","319893"
"1466","ENSMUSG00000025507","57913"
"1467","ENSMUSG00000022871","59083"
"1468","ENSMUSG00000029029","59002"
"1469","ENSMUSG00000029771","27056"
"1470","ENSMUSG00000117183","100504002"
"1471","ENSMUSG00000040857","13875"
"1472","ENSMUSG00000044313","242125"
"1473","ENSMUSG00000020185","52679"
"1474","ENSMUSG00000078606","100042856"
"1475","ENSMUSG00000050737","64292"
"1476","ENSMUSG00000008307","77036"
"1477","ENSMUSG00000022208","319984"
"1478","ENSMUSG00000001918","20514"
"1479","ENSMUSG00000021134","20384"
"1480","ENSMUSG00000022822","27416"
"1481","ENSMUSG00000054517","338364"
"1482","ENSMUSG00000044456","217835"
